TransactionID,CustomerID,Item
862,1028,Sony WH-1000XM5
863,1039,MacBook Pro M2
863,1039,Denim Jeans
864,1015,Scented Candle
865,1030,Dark Chocolate Truffles
865,1030,Organic Green Tea
865,1030,Gourmet Coffee Beans
866,1011,Wireless Earbuds
866,1011,MacBook Pro M2
866,1011,Sony WH-1000XM5
867,1020,Scented Candle
867,1020,Throw Blanket
868,1004,The Great Gatsby
868,1004,Atomic Habits
868,1004,Gourmet Coffee Beans
869,1037,Running Shoes
870,1003,Wireless Earbuds
870,1003,iPhone 14 Pro
870,1003,Sony WH-1000XM5
871,1014,The Great Gatsby
871,1014,Gourmet Coffee Beans
872,1027,Gourmet Coffee Beans
873,1022,Men's Cotton T-Shirt
873,1022,Denim Jeans
873,1022,Leather Jacket
874,1006,The Great Gatsby
875,1001,iPhone 14 Pro
876,1018,Running Shoes
877,1013,iPhone 14 Pro
878,1010,MacBook Pro M2
878,1010,Sony WH-1000XM5
879,1005,Men's Cotton T-Shirt
879,1005,Running Shoes
880,1009,Scented Candle
880,1009,Throw Blanket
881,1035,Scented Candle
881,1035,Throw Blanket
882,1014,MacBook Pro M2
882,1014,Scented Candle
882,1014,Leather Jacket
883,1003,The Great Gatsby
883,1003,Atomic Habits
884,1037,The Great Gatsby
884,1037,Atomic Habits
885,1002,Dark Chocolate Truffles
885,1002,Sony WH-1000XM5
885,1002,Throw Blanket
886,1010,Scented Candle
886,1010,Throw Blanket
887,1003,Wireless Earbuds
887,1003,iPhone 14 Pro
888,1003,The Great Gatsby
888,1003,Atomic Habits
889,1042,iPhone 14 Pro
890,1016,Scented Candle
890,1016,Throw Blanket
891,1026,Throw Blanket
892,1007,Gourmet Coffee Beans
893,1020,Scented Candle
893,1020,Throw Blanket
894,1042,Wireless Earbuds
894,1042,MacBook Pro M2
895,1009,Scented Candle
896,1023,Wireless Earbuds
896,1023,MacBook Pro M2
896,1023,Sony WH-1000XM5
897,1025,Men's Cotton T-Shirt
897,1025,Denim Jeans
898,1006,The Great Gatsby
898,1006,Atomic Habits
899,1036,Wireless Earbuds
899,1036,iPhone 14 Pro
900,1020,Dark Chocolate Truffles
900,1020,Ceramic Coffee Mug
900,1020,Gourmet Coffee Beans
901,1031,Wireless Earbuds
901,1031,iPhone 14 Pro
902,1048,Men's Cotton T-Shirt
902,1048,Denim Jeans
902,1048,Running Shoes
903,1010,Men's Cotton T-Shirt
903,1010,Denim Jeans
904,1024,Dark Chocolate Truffles
904,1024,Ceramic Coffee Mug
904,1024,Gourmet Coffee Beans
905,1029,Men's Cotton T-Shirt
906,1010,Scented Candle
906,1010,Throw Blanket
907,1014,Scented Candle
907,1014,Throw Blanket
908,1038,Men's Cotton T-Shirt
908,1038,Denim Jeans
908,1038,Leather Jacket
909,1017,Dark Chocolate Truffles
909,1017,Ceramic Coffee Mug
909,1017,Gourmet Coffee Beans
910,1038,The Great Gatsby
910,1038,Atomic Habits
911,1011,Scented Candle
911,1011,Throw Blanket
912,1010,Men's Cotton T-Shirt
912,1010,Denim Jeans
912,1010,Leather Jacket
913,1028,Scented Candle
913,1028,Throw Blanket
913,1028,Running Shoes
914,1035,Dark Chocolate Truffles
914,1035,Gourmet Coffee Beans
915,1028,Men's Cotton T-Shirt
915,1028,Denim Jeans
915,1028,Leather Jacket
916,1038,Sony WH-1000XM5
916,1038,Throw Blanket
917,1016,Dark Chocolate Truffles
917,1016,Organic Green Tea
917,1016,Gourmet Coffee Beans
918,1018,MacBook Pro M2
918,1018,iPhone 14 Pro
918,1018,Men's Cotton T-Shirt
919,1014,Scented Candle
919,1014,Throw Blanket
920,1039,Scented Candle
920,1039,Throw Blanket
921,1045,Men's Cotton T-Shirt
922,1006,Dark Chocolate Truffles
922,1006,Organic Green Tea
922,1006,Gourmet Coffee Beans
923,1023,Organic Green Tea
923,1023,MacBook Pro M2
924,1016,The Great Gatsby
925,1025,Men's Cotton T-Shirt
925,1025,Denim Jeans
925,1025,Leather Jacket
926,1047,The Great Gatsby
926,1047,Sony WH-1000XM5
926,1047,Running Shoes
927,1048,Dark Chocolate Truffles
927,1048,Organic Green Tea
927,1048,Gourmet Coffee Beans
928,1033,The Great Gatsby
928,1033,Atomic Habits
929,1037,The Great Gatsby
930,1008,Scented Candle
930,1008,Throw Blanket
931,1035,iPhone 14 Pro
931,1035,Sony WH-1000XM5
932,1048,Men's Cotton T-Shirt
932,1048,Leather Jacket
932,1048,Running Shoes
933,1040,Scented Candle
933,1040,Throw Blanket
934,1028,Men's Cotton T-Shirt
934,1028,Running Shoes
935,1034,Men's Cotton T-Shirt
935,1034,Denim Jeans
935,1034,Leather Jacket
935,1034,Running Shoes
936,1009,Dark Chocolate Truffles
936,1009,Organic Green Tea
936,1009,Gourmet Coffee Beans
937,1040,The Great Gatsby
937,1040,Atomic Habits
938,1008,The Great Gatsby
938,1008,Gourmet Coffee Beans
939,1048,Organic Green Tea
939,1048,Sony WH-1000XM5
940,1038,Scented Candle
940,1038,Throw Blanket
941,1047,Dark Chocolate Truffles
941,1047,Sony WH-1000XM5
941,1047,Denim Jeans
942,1009,MacBook Pro M2
942,1009,Sony WH-1000XM5
943,1041,MacBook Pro M2
944,1007,Dark Chocolate Truffles
944,1007,Gourmet Coffee Beans
945,1002,iPhone 14 Pro
945,1002,Denim Jeans
946,1013,The Great Gatsby
946,1013,Atomic Habits
946,1013,Gourmet Coffee Beans
947,1033,Scented Candle
947,1033,Throw Blanket
948,1019,MacBook Pro M2
949,1038,The Great Gatsby
950,1013,Men's Cotton T-Shirt
950,1013,Denim Jeans
951,1012,The Great Gatsby
951,1012,Atomic Habits
951,1012,Gourmet Coffee Beans
952,1030,Leather Jacket
953,1016,Ceramic Coffee Mug
953,1016,Gourmet Coffee Beans
954,1043,Wireless Earbuds
954,1043,iPhone 14 Pro
955,1007,The Great Gatsby
955,1007,Atomic Habits
956,1011,Men's Cotton T-Shirt
956,1011,Denim Jeans
957,1016,Scented Candle
958,1018,Scented Candle
958,1018,Throw Blanket
959,1025,The Great Gatsby
959,1025,Atomic Habits
960,1005,Dark Chocolate Truffles
960,1005,Gourmet Coffee Beans
961,1003,Men's Cotton T-Shirt
961,1003,Denim Jeans
962,1017,The Great Gatsby
962,1017,Atomic Habits
963,1005,Men's Cotton T-Shirt
963,1005,Denim Jeans
963,1005,Leather Jacket
963,1005,Running Shoes
964,1002,The Great Gatsby
964,1002,Atomic Habits
965,1025,iPhone 14 Pro
965,1025,Running Shoes
966,1044,The Great Gatsby
966,1044,Atomic Habits
967,1028,Men's Cotton T-Shirt
967,1028,Denim Jeans
967,1028,Leather Jacket
967,1028,Running Shoes
968,1035,Scented Candle
969,1006,Men's Cotton T-Shirt
969,1006,Denim Jeans
969,1006,Running Shoes
970,1047,Scented Candle
970,1047,Throw Blanket
971,1034,MacBook Pro M2
972,1040,Organic Green Tea
972,1040,Gourmet Coffee Beans
973,1009,The Great Gatsby
973,1009,Atomic Habits
973,1009,Gourmet Coffee Beans
974,1040,Dark Chocolate Truffles
974,1040,Gourmet Coffee Beans
975,1049,Men's Cotton T-Shirt
975,1049,Denim Jeans
976,1003,MacBook Pro M2
976,1003,Sony WH-1000XM5
977,1022,MacBook Pro M2
977,1022,Sony WH-1000XM5
978,1004,The Great Gatsby
978,1004,Gourmet Coffee Beans
979,1029,MacBook Pro M2
979,1029,Sony WH-1000XM5
980,1012,The Great Gatsby
981,1004,Scented Candle
981,1004,Throw Blanket
982,1036,Wireless Earbuds
982,1036,MacBook Pro M2
983,1036,Men's Cotton T-Shirt
983,1036,Denim Jeans
983,1036,Leather Jacket
984,1030,MacBook Pro M2
984,1030,Sony WH-1000XM5
985,1044,Scented Candle
985,1044,Throw Blanket
986,1022,Men's Cotton T-Shirt
986,1022,Denim Jeans
986,1022,Leather Jacket
986,1022,Running Shoes
987,1033,Wireless Earbuds
987,1033,iPhone 14 Pro
988,1012,Scented Candle
988,1012,Throw Blanket
989,1029,Scented Candle
990,1024,The Great Gatsby
991,1015,The Great Gatsby
991,1015,Atomic Habits
992,1003,Men's Cotton T-Shirt
992,1003,Denim Jeans
992,1003,Leather Jacket
992,1003,Running Shoes
993,1025,Men's Cotton T-Shirt
993,1025,Leather Jacket
993,1025,Running Shoes
994,1016,Scented Candle
994,1016,Throw Blanket
995,1050,The Great Gatsby
995,1050,Atomic Habits
995,1050,Gourmet Coffee Beans
996,1035,Men's Cotton T-Shirt
996,1035,Leather Jacket
996,1035,Running Shoes
997,1035,iPhone 14 Pro
998,1024,iPhone 14 Pro
998,1024,Sony WH-1000XM5
999,1001,Scented Candle
1000,1049,The Great Gatsby
1000,1049,Atomic Habits
